=====Result of the physicochemical property for each protein======

Pro_id	Hydrophobicity	MW	Half_life	pI
MOAKECDD_00103	-0.3112	53250.16	20	4.16
MOAKECDD_00104	-0.1062	9045.546	20	9.59
MOAKECDD_00105	-0.5374	11208.492	1	4.86
MOAKECDD_00106	-0.4766	62394.711	2.8	4.63
MOAKECDD_00107	0.7315	29352.582	30	7.84
MOAKECDD_00108	-0.4008	59240.758	0.8	4.6
MOAKECDD_00109	-0.6463	18842.02	20	4.63
MOAKECDD_00111	-0.7797	19936.758	1	4.3
MOAKECDD_00112	-0.0167	38314.163	1.4	4.84
MOAKECDD_00113	-0.2502	32010.978	20	4.73
MOAKECDD_00114	-0.0178	37945.275	100	4.59
MOAKECDD_00115	-0.4726	15424.098	4.4	5.3
MOAKECDD_00116	-0.2448	29637.814	1.9	4.23
MOAKECDD_00117	-0.0605	29724.421	1.9	4.45
MOAKECDD_00118	-0.8454	22741.093	100	9.98
MOAKECDD_00119	-0.9964	20304.88	100	6.03
MOAKECDD_00120	-0.553	94961.694	1	5.07
MOAKECDD_00121	-0.6464	31082.528	30	4.69
MOAKECDD_00122	0.0624	52820.758	5.5	5.41
MOAKECDD_00123	-0.7166	58382.064	20	5.99
MOAKECDD_00124	-0.4188	66752.775	20	4.81
MOAKECDD_00125	-0.4889	115778.575	1.3	5.03
MOAKECDD_00126	-0.033	14631.088	1.4	11.24
MOAKECDD_00127	-0.6467	73563.307	1.1	5.7
MOAKECDD_00128	-0.4407	92037.5	1.4	4.82
MOAKECDD_00129	-0.1875	11346.926	1.9	8.73
MOAKECDD_00130	-0.5594	101288.154	5.5	4.52
MOAKECDD_00131	-0.6464	77657.929	30	4.78
MOAKECDD_00132	0.1366	10310.971	1.1	5.24
MOAKECDD_00133	-0.7084	13460.977	4.4	4.82
MOAKECDD_00134	-0.139	14585.81	100	9.19
MOAKECDD_00135	-0.4384	34251.285	1	11.65
MOAKECDD_00136	-0.1688	40354.696	5.5	9.14
MOAKECDD_00137	-0.0275	42109.827	5.5	5.5
MOAKECDD_00138	0.1976	17930.069	100	4.43
MOAKECDD_00139	-0.3328	37842.752	5.5	7.76
MOAKECDD_00140	-0.0538	42822.544	7.2	4.91
MOAKECDD_00141	-0.397	31002.699	1.9	4.51
MOAKECDD_00142	-0.5368	23243.915	0.8	4.43
MOAKECDD_00143	-0.0553	7299.276	1.3	4.21
MOAKECDD_00144	-0.6358	56758.136	20	6.22
MOAKECDD_00145	-0.1216	25372.922	20	6.11
MOAKECDD_00146	-0.2257	14113.863	2.8	4.03
MOAKECDD_00147	-0.749	11659.009	30	5.73
MOAKECDD_00148	0.051	10802.308	3.5	4.81
MOAKECDD_00149	-0.4615	68715.893	5.5	4.25
MOAKECDD_00150	-0.4185	27730.052	20	4.42
MOAKECDD_00151	-0.3617	3917.429	100	4.26
MOAKECDD_00152	-0.5682	16031.015	1	5.85
MOAKECDD_00153	-0.3149	50597.486	1.9	6.79
MOAKECDD_00154	0.3419	54067.711	1	9.31
MOAKECDD_00155	-0.478	49565.814	4.4	4.15
MOAKECDD_00156	-0.3348	92203.896	20	5.32
MOAKECDD_00157	-0.4283	8757.816	1.3	5.67
MOAKECDD_00158	-0.4204	4614.407	2.8	10.69
MOAKECDD_00159	-0.6625	71483.871	20	5.05
MOAKECDD_00160	-0.5567	129544.798	20	4.92
MOAKECDD_00161	-0.7053	76124.43	20	5.07
MOAKECDD_00162	-0.6399	82599.477	1.9	4.73
MOAKECDD_00163	-0.7747	17573.501	5.5	6.09
MOAKECDD_00164	-0.1428	4411.931	30	4.54
MOAKECDD_00165	-0.1738	24942.251	1.3	4.72
MOAKECDD_00166	-0.3417	38763.634	30	4.9
MOAKECDD_00167	-0.2974	61768.739	1.4	4.49
MOAKECDD_00168	-0.3424	25481.165	4.4	4.59
MOAKECDD_00169	-0.0712	37110.928	1.4	4.97
MOAKECDD_00170	-0.3845	31168.858	1.1	4.61
MOAKECDD_00171	-0.3411	36199.449	1.9	4.66
MOAKECDD_00172	-0.2815	23461.56	4.4	4.38
MOAKECDD_00173	-0.3704	21758.613	1.9	4.55
MOAKECDD_00174	0.1183	34034.77	3.5	4.02
MOAKECDD_00175	0.8494	52794.205	20	6.7
MOAKECDD_00176	0.7326	9463.153	1.9	4.97
MOAKECDD_00177	-0.3325	9159.022	1.3	6.26
MOAKECDD_00178	-0.538	138637.072	20	4.73
MOAKECDD_00179	-0.1903	22606.807	20	9.36
MOAKECDD_00180	-0.5201	14233.77	4.4	4.28
MOAKECDD_00181	-0.7108	15500.963	7.2	4.52
MOAKECDD_00182	-0.4689	17747.904	3.5	4.57
MOAKECDD_00183	-0.4397	13575.377	5.5	8.44
MOAKECDD_00184	-0.3129	30900.906	20	9.47
MOAKECDD_00185	0.2468	14132.548	20	7.73
MOAKECDD_00186	-0.5529	11391.088	1.1	9.72
MOAKECDD_00187	-0.1504	20841.566	1.2	5.31
MOAKECDD_00188	0.4195	8434.664	4.4	4.4
MOAKECDD_00189	-0.0608	22858.762	1.9	4.84
MOAKECDD_00190	-0.0537	78925.095	4.4	4.67
MOAKECDD_00191	-0.2153	12729.507	20	6.59
MOAKECDD_00192	-0.4882	20799.566	20	10.84
MOAKECDD_00193	-0.3983	21326.924	20	4.86
MOAKECDD_00194	-0.1224	23046.891	1.1	5.28
MOAKECDD_00195	0.1213	5340.2	1	4.58
MOAKECDD_00196	0.8311	12233.441	0.8	6.81
MOAKECDD_00197	-0.6999	5618.249	1	4.35
MOAKECDD_00198	-0.5159	13462.79	1.9	4.32
MOAKECDD_00199	-0.7941	12001.639	5.5	10.31
MOAKECDD_00200	-0.3389	32769.418	1	4.39
MOAKECDD_00201	-0.4789	25776.021	20	5.56
MOAKECDD_00202	-0.2916	19148.252	100	4.44
MOAKECDD_00203	-0.0089	8149.296	1.3	8.77
MOAKECDD_00204	-0.0666	21187.667	4.4	5.03
MOAKECDD_00205	-0.5965	20113.539	1.4	7.76
MOAKECDD_00206	0.0698	17535.832	7.2	4.59
MOAKECDD_00207	-0.0784	26464.341	1	4.61
MOAKECDD_00208	-0.1384	34010.232	1.3	5.21
MOAKECDD_00209	-0.1164	28939.101	5.5	4.34
MOAKECDD_00210	-0.3092	43344.932	1.3	4.61
MOAKECDD_00211	-0.1159	25469.912	7.2	4.45
MOAKECDD_00212	-0.2997	48172.587	20	5.01
MOAKECDD_00213	-0.4958	111003.636	1.9	5.22
MOAKECDD_00214	-0.2563	46530.959	1.4	5.11
MOAKECDD_00215	-0.2239	24900.628	7.2	4.23
MOAKECDD_00216	-0.4231	45456.13	1.4	4.38
MOAKECDD_00217	-0.5859	72997.555	1.3	5.08
MOAKECDD_00218	-0.4189	115913.079	1.4	5.31
MOAKECDD_00219	-0.3737	7081.95	4.4	6.03
MOAKECDD_00220	-0.3971	11701.577	1	11.78
MOAKECDD_00222	-0.0687	14326.469	1.2	5.4
MOAKECDD_00223	-0.8619	133589.285	1.9	5.65
MOAKECDD_00224	-0.6118	19982.501	5.5	6.43
MOAKECDD_00225	-0.3227	20133.711	1	5.14
MOAKECDD_00226	-0.374	82431.551	2.8	5.21
MOAKECDD_00227	-0.4654	52610.558	1.9	4.91
MOAKECDD_00228	-0.4775	8017.982	1	5.54
MOAKECDD_00229	0.6657	7230.544	100	7.83
MOAKECDD_00230	-0.5552	18185.704	20	10.34
MOAKECDD_00231	-0.4557	115983.772	20	5.2
MOAKECDD_00232	-0.5578	12524.94	4.4	4.53
MOAKECDD_00233	-0.2489	23825.061	7.2	5.2
MOAKECDD_00234	0.2448	86192.953	5.5	6.56
MOAKECDD_00235	-0.1954	36677.138	1.3	4.68
MOAKECDD_00236	-0.6412	91008.251	1	4.79
MOAKECDD_00237	0.0318	34524.199	4.4	4.97
MOAKECDD_00238	-0.2018	17058.377	1.9	8.97
MOAKECDD_00239	-0.0812	150865.165	1.4	9.46
MOAKECDD_00240	0.312	46808.118	1.4	5.33
MOAKECDD_00241	-0.7749	8741.714	1	5.34
MOAKECDD_00242	-0.0832	14741.7	1	4.75
MOAKECDD_00243	-0.617	8773.8	0.8	4.63
MOAKECDD_00244	-0.4472	100195.793	7.2	4.81
MOAKECDD_00245	-0.4821	68136.976	20	4.58
MOAKECDD_00246	-0.497	19743.718	1.3	4.36
MOAKECDD_00247	0.5076	8819.122	1.4	4.28
MOAKECDD_00248	-0.6613	53170.456	4.4	5.24
MOAKECDD_00249	0.8218	48726.121	4.4	4.14
MOAKECDD_00250	0.7414	47749.217	4.4	8.92
MOAKECDD_00251	-0.4628	161583.355	20	4.93
MOAKECDD_00252	-0.5381	144719.354	20	4.55
MOAKECDD_00253	0.4676	3907.688	4.4	8.36
MOAKECDD_00254	-0.303	13225.467	4.4	3.95
MOAKECDD_00255	-0.3505	19637.973	1.9	4.31
MOAKECDD_00256	-0.3818	26008.278	4.4	4.7
MOAKECDD_00257	-0.2591	15725.874	4.4	4.87
MOAKECDD_00258	-0.5275	21239.164	4.4	4.62
MOAKECDD_00259	0.5738	7139.427	7.2	4.76
MOAKECDD_00261	0.4966	25982.799	100	8.7
MOAKECDD_00262	-0.1977	40778.363	20	4.76
MOAKECDD_00263	-0.2376	12785.382	1.9	4.72
MOAKECDD_00264	-0.3479	67459.863	1.3	5.46
MOAKECDD_00265	-0.3667	24181.513	30	5.57
MOAKECDD_00266	-0.0578	22256.662	20	6.43
MOAKECDD_00267	0.0674	37046.136	0.8	5.38
MOAKECDD_00268	-0.496	11692.094	100	5.11
MOAKECDD_00269	-0.4028	53028.256	20	4.85
MOAKECDD_00270	0.0128	33358.206	1	5.97
MOAKECDD_00271	-0.1177	14845.905	5.5	4.77
MOAKECDD_00272	-0.1964	16063.349	20	5.45
MOAKECDD_00273	1.2855	8558.315	7.2	4.78
MOAKECDD_00274	0.8654	11329.531	0.8	7.88
MOAKECDD_00275	-0.0066	36981.305	1.3	5.06
MOAKECDD_00276	0.6559	28030.086	20	7.7
MOAKECDD_00277	-0.6472	50573.981	7.2	6.68
MOAKECDD_00278	-0.3505	71801.521	7.2	7.21
MOAKECDD_00279	-0.555	123720.512	1.9	5.22
MOAKECDD_00280	-0.301	30814.786	0.8	4.94
MOAKECDD_00281	-0.1284	50468.188	0.8	5.37
MOAKECDD_00282	-0.3799	3970.356	30	4.42
MOAKECDD_00283	-0.2728	9664.815	1	5.81
MOAKECDD_00284	-0.2629	55965.118	1	6.71
MOAKECDD_00285	-0.2657	8669.844	30	5.64
MOAKECDD_00286	0.6579	28644.916	100	9.6
MOAKECDD_00287	0.7306	7699.045	20	4.39
MOAKECDD_00288	-0.4664	34518.331	1.1	5.26
MOAKECDD_00290	-0.3481	13361.116	0.8	4.56
MOAKECDD_00291	-0.1983	26941.538	1.9	5.12
MOAKECDD_00292	0.4245	24957.176	1	8.47
MOAKECDD_00293	-0.3481	88830.413	1	4.66
MOAKECDD_00294	-0.2381	71298.57	20	4.62
MOAKECDD_00295	-0.3966	24213.488	1.9	5.29
MOAKECDD_00296	-0.2091	38964.042	20	4.59
MOAKECDD_00297	-0.7951	9584.356	7.2	4.12
MOAKECDD_00298	-0.3715	31730.418	20	4.85
MOAKECDD_00299	-0.6149	25168.16	1.1	4.65
MOAKECDD_00300	-0.1697	26768.28	1.9	4.78
MOAKECDD_00301	-0.4653	51813.123	20	4.71
MOAKECDD_00302	-0.6839	27109.041	7.2	4.91
MOAKECDD_00303	-0.1181	35945.941	4.4	4.3
MOAKECDD_00304	-0.291	42577.614	7.2	5.49
MOAKECDD_00305	-0.1251	31900.248	0.8	4.83
MOAKECDD_00306	-1.2736	13146.14	0.8	4.96
MOAKECDD_00307	-0.5342	12015.952	1.9	11.31
MOAKECDD_00308	-0.2752	50749.902	1.9	5.06
MOAKECDD_00309	-0.2396	20431.219	1	5.46
MOAKECDD_00310	-0.2278	48698.542	2.8	4.72
MOAKECDD_00311	-0.2701	56245.419	5.5	5.01
MOAKECDD_00312	-0.4666	51535.761	4.4	4.55
MOAKECDD_00313	0.1467	14637.719	20	4.82
MOAKECDD_00314	0.2616	26703.848	5.5	4.72
MOAKECDD_00315	-0.433	31828.032	20	4.25
MOAKECDD_00316	-0.5772	7295.976	1.9	4.24
MOAKECDD_00317	-0.5284	45876.841	100	9.97
MOAKECDD_00318	-0.6403	113881.227	7.2	5.59
MOAKECDD_00319	-0.196	8113.972	4.4	4.2
MOAKECDD_00320	-0.7436	26425.092	1.9	5.37
MOAKECDD_00321	-0.6803	23978.211	20	4.43
MOAKECDD_00322	-0.4358	32776.592	30	5.21
MOAKECDD_00323	-0.3794	45002.105	20	4.94
MOAKECDD_00325	-0.6164	43441.989	1.9	4.41
MOAKECDD_00326	-0.4052	99478.164	30	5.23
MOAKECDD_00327	-0.3688	34633.085	1.9	5
MOAKECDD_00328	0.0308	17605.996	20	6.82
MOAKECDD_00329	0.16	24377.777	20	4.76
MOAKECDD_00330	-0.3853	61972.927	1.4	4.69
MOAKECDD_00331	0.3945	45278.58	20	6.87
MOAKECDD_00332	-0.3462	18136.928	1.9	4.6
MOAKECDD_00333	-0.3206	30795.409	1	4.86
MOAKECDD_00334	-0.6521	36830.865	1.1	4.69
MOAKECDD_00335	-0.3188	37978.122	7.2	4.53
MOAKECDD_00336	-0.0537	29978.748	1	4.56
MOAKECDD_00337	-0.2892	44511.179	20	6.72
MOAKECDD_00338	-0.3934	35750.861	5.5	6.26
MOAKECDD_00339	-0.3336	32502.909	30	4.99
MOAKECDD_00340	-0.1309	46230.28	4.4	4.66
MOAKECDD_00341	-1.0135	10881.893	1.4	10.66
MOAKECDD_00342	0.2823	75352.271	20	8.7
MOAKECDD_00343	0.1702	115759.637	1.9	4.6
MOAKECDD_00344	-0.4936	56707.188	1.9	6.18
MOAKECDD_00345	-0.2912	25008.537	20	5.09
MOAKECDD_00346	0.0409	18240.828	4.4	5.34
MOAKECDD_00347	-0.6176	16501.334	1.9	4.62
MOAKECDD_00348	-0.2666	72492.971	2.8	4.84
MOAKECDD_00350	-0.3547	4208.673	30	9.97
MOAKECDD_00351	-0.38	32234.609	2.8	4.52
MOAKECDD_00352	-0.3536	49942.364	1.4	4.48
MOAKECDD_00353	-0.435	27972.953	1.9	4.64
MOAKECDD_00354	-0.0445	39830.227	5.5	10.68
MOAKECDD_00355	-0.3855	38637.934	1.4	4.54
MOAKECDD_00356	-0.3155	9716.587	4.4	4.16
MOAKECDD_00357	-0.0805	18420.866	1	4.45
MOAKECDD_00358	-0.2398	18545.746	1.1	4.6
MOAKECDD_00359	-0.6387	24175.767	1	4.44
MOAKECDD_00360	-0.174	36232.659	7.2	4.62
MOAKECDD_00361	-0.2336	9864.036	20	4.37
MOAKECDD_00362	-0.185	65152.411	1	4.82
MOAKECDD_00363	-0.9441	17901.89	1.9	4.61
MOAKECDD_00364	0.7264	20460.9	5.5	4.35
MOAKECDD_00365	-0.1922	15359.121	4.4	4.48
MOAKECDD_00366	-0.9762	117607.133	20	4.91
MOAKECDD_00367	-0.2146	45717.235	4.4	4.18
MOAKECDD_00368	-0.5464	11694.358	20	6.73
MOAKECDD_00369	-0.014	34230.132	20	4.43
MOAKECDD_00370	-0.6806	108288.031	5.5	9.65
MOAKECDD_00371	-0.1052	42188.662	1.3	4.6
MOAKECDD_00372	0.1792	40725.373	7.2	9.63
MOAKECDD_00373	-0.3542	51433.094	2.8	4.31
MOAKECDD_00374	-0.3711	68934.555	20	4.41
MOAKECDD_00375	-0.9299	9107.022	1.9	4.61
MOAKECDD_00376	-0.7527	9436.202	1.9	4.63
MOAKECDD_00377	-0.4274	35659.572	4.4	4.85
MOAKECDD_00378	-0.5819	96137.724	1.3	4.52
MOAKECDD_00379	-0.8332	4795.275	30	4.59
MOAKECDD_00380	0.0989	10674.713	4.4	11.74
MOAKECDD_00381	-0.4179	36531.793	1.9	4.5
MOAKECDD_00382	-0.9124	23685.112	4.4	9.84
MOAKECDD_00383	-0.6036	14222.051	4.4	10.05
MOAKECDD_00384	-1.2873	14763.733	20	10.15
MOAKECDD_00385	-0.4944	8422.833	4.4	9
MOAKECDD_00386	-0.2553	31755.621	1	5.25
MOAKECDD_00387	0.5449	48220.711	4.4	9.71
MOAKECDD_00388	-0.723	16857.654	1.1	6.22
MOAKECDD_00389	-0.337	18600.291	4.4	10.09
MOAKECDD_00390	-0.7394	13275.772	4.4	5.46
MOAKECDD_00391	-0.3613	20151.819	4.4	5.5
MOAKECDD_00392	-0.5225	15076.235	1.9	8.79
MOAKECDD_00393	-1.0718	10769.633	4.4	10.07
MOAKECDD_00394	-0.5208	21792.396	4.4	4.39
MOAKECDD_00395	-0.8913	15696.809	1.1	9.32
MOAKECDD_00396	-0.2679	13314.128	20	8.92
MOAKECDD_00397	-1.2906	12670.086	1	5.16
MOAKECDD_00398	-0.8734	8032.055	1.1	4.81
MOAKECDD_00399	-0.8869	16472.994	5.5	10.14
MOAKECDD_00400	-0.6944	27014.931	30	10.37
MOAKECDD_00401	-0.6232	13822.865	0.8	9.87
MOAKECDD_00402	-0.7432	11254.852	20	9.79
MOAKECDD_00403	-1.0269	31296.395	1.9	10.15
MOAKECDD_00404	-0.7706	11430.031	1.9	6.32
MOAKECDD_00405	-0.5681	24303.058	1.1	4.95
MOAKECDD_00406	-0.5637	23018.944	1.9	7.1
MOAKECDD_00407	-0.2255	17817.024	7.2	5.07
MOAKECDD_00408	-0.4611	11620.437	4.4	9.47
MOAKECDD_00409	0.0918	41876.149	7.2	5.74
MOAKECDD_00410	0.3381	10488.475	1	11.63
MOAKECDD_00411	0.0033	32247.51	20	5.05
MOAKECDD_00412	-0.6578	18117.782	1.4	4.25
MOAKECDD_00413	-0.3769	38650.387	1.4	5.3
MOAKECDD_00414	-0.1521	36905.436	20	4.87
MOAKECDD_00415	-0.7383	23340.698	1.9	4.94
MOAKECDD_00416	-0.1758	23914.251	1.3	5.73
MOAKECDD_00417	-0.9537	17312.778	2.8	4.38
MOAKECDD_00418	-0.7325	9369.443	4.4	9.62
MOAKECDD_00419	-0.1934	45817.78	1.9	5.11
MOAKECDD_00420	-0.1473	34339.781	3.5	5.15
MOAKECDD_00421	-0.6283	77452.084	30	5.03
MOAKECDD_00422	-0.4203	30723.272	100	5.32
MOAKECDD_00423	-0.2356	35391.817	20	4.55
MOAKECDD_00424	-0.0245	30982.114	1.9	4.47
MOAKECDD_00425	-0.3684	15685.543	1.1	4.62
MOAKECDD_00426	-0.0681	29231.764	20	4.35
MOAKECDD_00427	0.6766	33521.07	7.2	9.19
MOAKECDD_00428	-0.3251	13208.884	4.4	4.6
MOAKECDD_00429	-0.5832	23207.789	1.3	5.6
MOAKECDD_00430	-0.4621	100063.099	7.2	6.08
MOAKECDD_00431	-0.4873	14071.538	7.2	6.73
MOAKECDD_00432	-0.57	66109.336	1.3	4.4
MOAKECDD_00433	-0.3649	115357.76	0.8	4.42
MOAKECDD_00434	-0.2144	60042.611	3.5	4.7
MOAKECDD_00435	-0.328	6335.117	0.8	4.45
MOAKECDD_00436	-0.5115	56895.508	20	5.36
MOAKECDD_00437	-0.3037	6063.125	7.2	7.83
MOAKECDD_00438	-0.1206	32572.968	1.3	6.14
MOAKECDD_00439	-0.4607	107725.777	1	4.6
MOAKECDD_00440	-0.0009	86676.764	5.5	5
MOAKECDD_00441	-0.2607	13382.954	5.5	4.69
MOAKECDD_00442	-0.3308	103073.068	7.2	4.34
MOAKECDD_00443	-0.2913	32852.626	1.3	4.27
MOAKECDD_00444	-0.47	55828.275	20	4.86
MOAKECDD_00445	-0.5411	27611.801	4.4	5.77
MOAKECDD_00446	-0.2265	51294.041	20	4.4
MOAKECDD_00447	-0.6538	33056.101	100	4.47
MOAKECDD_00448	-0.3982	25885.763	1	4.83
MOAKECDD_00449	-0.0705	28422.138	1	4.98
MOAKECDD_00450	-0.092	14357.232	7.2	6.16
MOAKECDD_00451	-0.2064	54216.198	20	4.94
MOAKECDD_00452	-0.2183	87358.57	1.9	4.96
MOAKECDD_00453	-0.2349	11701.286	7.2	4.37
MOAKECDD_00454	-0.7039	19852.978	20	4.76
MOAKECDD_00455	-0.753	11492.622	20	4.04
MOAKECDD_00456	-0.4736	38306.24	4.4	5.95
MOAKECDD_00457	-0.6076	15906.717	1	4.35
MOAKECDD_00458	-0.3945	98590.829	1	5.59
MOAKECDD_00459	-0.7265	71009.7	1.4	9.87
MOAKECDD_00460	-0.8587	5621.21	30	4.91
MOAKECDD_00461	-0.4718	25972.01	1.9	5.97
MOAKECDD_00462	-0.0098	45277.009	1	5.67
MOAKECDD_00463	-0.3007	27526.282	30	5.73
MOAKECDD_00464	-0.0114	64331.691	0.8	5.71
MOAKECDD_00465	0.8031	36392.678	30	9.7
MOAKECDD_00466	0.4392	13676.077	5.5	9.98
MOAKECDD_00467	-0.7342	19173.315	5.5	5.84
MOAKECDD_00468	0.7075	35610.851	7.2	8.88
MOAKECDD_00469	0.7503	20864.806	100	7.77
MOAKECDD_00470	0.0396	5997.146	5.5	10.01
MOAKECDD_00471	-0.1071	23128.342	1	5.39
MOAKECDD_00472	1.606	11973.672	20	8.25
MOAKECDD_00473	-0.2208	69479.616	1	5.05
MOAKECDD_00474	-0.329	19148.179	20	9.51
MOAKECDD_00475	0.0963	11329.756	7.2	4.39
MOAKECDD_00478	-0.4683	44258.717	1.4	5.24
MOAKECDD_00479	-0.5499	7901.866	5.5	4.75
MOAKECDD_00480	-0.2827	25846.541	20	8.86
MOAKECDD_00481	-0.5966	20606.811	1.9	4.99
MOAKECDD_00482	-0.3393	15723.73	4.4	4.77
MOAKECDD_00483	-0.1164	46913.976	20	5.02
MOAKECDD_00484	0.2233	9554.043	20	5.68
MOAKECDD_00485	-0.3942	52404.822	20	9.33
MOAKECDD_00486	0.8968	16690.956	1.9	10.33
MOAKECDD_00487	0.1076	32076.216	1.9	4.29
MOAKECDD_00488	-0.1671	33662.84	5.5	5.56
MOAKECDD_00490	-0.6919	56843.562	5.5	5.23
